,0
401,-1.3576903e-07
402,1.3614682e-07
403,-1.2434332e-07
404,1.04844155e-07
405,-8.194648e-08
406,5.956439e-08
407,-4.10165e-08
408,2.8830545e-08
409,-2.4588985e-08
410,2.8830545e-08
411,-4.10165e-08
412,5.9564396e-08
413,-8.194648e-08
414,1.04844155e-07
415,-1.2434332e-07
416,1.3614681e-07
417,-1.3576904e-07
418,1.1865777e-07
419,-8.015144e-08
420,1.5095395e-08
421,8.327979e-08
422,-2.2627668e-07
423,4.3787628e-07
424,-7.82471e-07
425,1.503111e-06
426,-4.8160346e-06
427,-4.8254374e-06
428,1.5210843e-06
429,-8.166034e-07
430,4.938486e-07
431,-3.0705016e-07
432,1.8843643e-07
433,-1.10175534e-07
434,5.6837088e-08
435,-1.7417154e-08
436,-1.7487753e-08
437,5.687378e-08
438,-1.1013514e-07
439,1.8826056e-07
440,-3.0666328e-07
441,4.9316225e-07
442,-8.1552804e-07
443,1.5195517e-06
444,-4.823429e-06
445,-4.8184493e-06
446,1.5057336e-06
447,-7.8493633e-07
448,4.3962459e-07
449,-2.2655068e-07
450,8.1149906e-08
451,2.0663117e-08
452,-9.018081e-08
453,1.340004e-07
454,-1.5690158e-07
455,1.6294271e-07
456,-1.5584344e-07
457,1.3905817e-07
458,-1.15724724e-07
459,8.857278e-08
460,-5.9862124e-08
461,3.1352176e-08
462,-4.333006e-09
463,-2.0297334e-08
464,4.1918632e-08
465,-6.00572e-08
466,7.425878e-08
467,-8.398673e-08
468,8.855711e-08
469,-8.713278e-08
470,7.8765545e-08
471,-6.249022e-08
472,3.745533e-08
473,-3.0733538e-09
474,-4.0830038e-08
475,9.388906e-08
476,-1.551117e-07
477,2.2284905e-07
478,-2.9482518e-07
479,3.6823505e-07
480,-4.3989104e-07
481,5.0641734e-07
482,-5.644675e-07
483,6.1094516e-07
484,-6.432102e-07
485,-6.9701455e-06
486,-6.578011e-07
487,6.384224e-07
488,-6.015014e-07
489,5.482142e-07
490,-4.80438e-07
491,4.0063202e-07
492,-3.117011e-07
493,2.1685148e-07
494,-1.1946439e-07
495,2.2986237e-08
496,6.914647e-08
497,-1.5353154e-07
498,2.2676963e-07
499,-2.8533228e-07
500,3.2527169e-07
501,-3.4162116e-07
502,3.2711424e-07
503,-2.691846e-07
504,1.4183001e-07
505,1.2201595e-07
506,-7.6853337e-07
507,4.017278e-06
508,-1.954143e-06
509,-2.4061408e-06
510,1.7192099e-06
511,-1.3955449e-06
512,1.1899216e-06
513,-1.0365435e-06
514,9.109822e-07
515,-8.025374e-07
516,-6.923316e-06
517,-6.1901704e-07
518,5.399794e-07
519,-4.6815603e-07
520,4.0293955e-07
521,-3.4371487e-07
522,2.8973446e-07
523,-2.4005388e-07
524,1.9351795e-07
525,-1.4879338e-07
526,1.0444389e-07
527,-5.9042947e-08
528,1.1313451e-08
529,3.9719204e-08
530,-9.457905e-08
531,1.5321638e-07
532,-2.1492946e-07
533,2.7834807e-07
534,-3.4148997e-07
535,4.0189332e-07
536,-4.568217e-07
537,5.035173e-07
538,-5.394916e-07
539,5.628117e-07
540,-5.723527e-07
541,-7.0614087e-06
542,-5.50674e-07
543,5.2245935e-07
544,-4.863309e-07
545,4.4598875e-07
546,-4.055207e-07
547,3.6902162e-07
548,-3.401979e-07
549,3.2199742e-07
550,-3.163065e-07
551,3.2374808e-07
552,-3.436042e-07
553,3.738736e-07
554,-4.1145918e-07
555,4.5246668e-07
556,-4.925835e-07
557,5.2749834e-07
558,-5.533156e-07
559,-7.0624683e-06
560,-5.662983e-07
561,5.506456e-07
562,-5.2047875e-07
563,4.77522e-07
564,-4.245131e-07
565,3.6490616e-07
566,-3.02512e-07
567,2.4110943e-07
568,-1.8407569e-07
569,1.3405933e-07
570,-9.273758e-08
571,6.067576e-08
572,-3.7301042e-08
573,2.0991259e-08
574,-9.268574e-09
575,-9.2158475e-10
576,1.2873345e-08
577,-2.975717e-08
578,5.4264504e-08
579,-8.829348e-08
580,1.327052e-07
581,-1.871736e-07
582,2.5014452e-07
583,-3.189096e-07
584,3.8979107e-07
585,-4.584241e-07
586,5.2011444e-07
587,-5.7024204e-07
588,6.0467727e-07
589,-6.201745e-07
590,-7.014687e-06
591,-5.877223e-07
592,5.402726e-07
593,-4.7504062e-07
594,3.9622694e-07
595,-3.0932904e-07
596,2.2082953e-07
597,-1.3783131e-07
598,6.7692184e-08
599,-1.7731486e-08
600,-4.883172e-09
601,-7.1210438e-09
602,6.2153894e-08
603,-1.726299e-07
604,3.6310016e-07
605,-6.980024e-07
606,1.4199431e-06
607,-4.74428e-06
608,-4.876937e-06
609,1.545106e-06
610,-8.078524e-07
611,4.4924408e-07
612,-2.2599711e-07
613,7.3088046e-08
614,3.4308336e-08
615,-1.0835165e-07
616,1.5648227e-07
617,-1.8416263e-07
618,1.9586317e-07
619,-1.9536785e-07
620,1.8580872e-07
621,-1.696128e-07
622,1.4845315e-07
623,-1.2325144e-07
624,9.4251725e-08
625,-6.1164926e-08
626,2.3378883e-08
627,1.9801991e-08
628,-6.8903425e-08
629,1.2405157e-07
630,-1.8479312e-07
631,2.499879e-07
632,-3.1778862e-07
633,3.8571164e-07
634,-4.5079304e-07
635,5.098135e-07
636,-5.595692e-07
637,5.97158e-07
638,-6.202521e-07
639,-7.0020687e-06
640,-6.178154e-07
641,5.9218615e-07
642,-5.519186e-07
643,4.9938745e-07
644,-4.376666e-07
645,3.7027104e-07
646,-3.0086252e-07
647,2.3294847e-07
648,-1.6960287e-07
649,1.1323641e-07
650,-6.543645e-08
651,2.6891103e-08
652,2.5975455e-09
653,-2.4014662e-08
654,3.8960096e-08
655,-4.94206e-08
656,5.751001e-08
657,-6.520283e-08
658,7.408641e-08
659,-8.5151434e-08
660,9.864423e-08
661,-1.1397751e-07
662,1.2971401e-07
663,-1.4360639e-07
664,1.5267617e-07
665,-1.5329913e-07
666,1.4124541e-07
667,-1.1158524e-07
668,5.828806e-08
669,2.6876833e-08
670,-1.5719166e-07
671,3.5902005e-07
672,-6.9937545e-07
673,1.4239552e-06
674,-4.751426e-06
675,-4.862953e-06
676,1.5177845e-06
677,-7.585939e-07
678,3.6826316e-07
679,-1.0337497e-07
680,-1.0013802e-07
681,2.6512186e-07
682,-4.0090274e-07
683,5.1149e-07
684,-5.9864385e-07
685,6.632149e-07
686,-7.05809e-07
687,7.271418e-07
688,-7.2823593e-07
689,-6.918871e-06
690,-6.7588974e-07
691,6.266578e-07
692,-5.655443e-07
693,4.955729e-07
694,-4.1996398e-07
695,3.4200326e-07
696,-2.6490235e-07
697,1.9165908e-07
698,-1.2492787e-07
699,6.690897e-08
700,-1.9262536e-08
701,-1.694846e-08
702,4.128556e-08
703,-5.3934404e-08
704,5.567528e-08
705,-4.7840697e-08
706,3.2251105e-08
707,-1.1141215e-08
708,-1.2923594e-08
709,3.7139507e-08
710,-5.8565824e-08
711,7.423717e-08
712,-8.128774e-08
713,7.708756e-08
714,-5.938887e-08
715,2.647723e-08
716,2.2680535e-08
717,-8.830304e-08
718,1.6968905e-07
719,-2.651542e-07
720,3.720235e-07
721,-4.8668926e-07
722,6.047412e-07
723,-7.2116825e-07
724,8.306251e-07
725,-9.2774934e-07
726,-6.621883e-06
727,-1.065564e-06
728,1.098577e-06
729,-1.1045155e-06
730,1.082841e-06
731,-1.0346155e-06
732,-6.666902e-06
733,-8.705891e-07
734,7.642488e-07
735,-6.4970226e-07
736,5.3365534e-07
737,-4.2283364e-07
738,3.2351716e-07
739,-2.4110383e-07
740,1.7973336e-07
741,-1.4201139e-07
742,1.2883811e-07
743,-1.3937827e-07
744,1.7115651e-07
745,-2.2027875e-07
746,2.817577e-07
747,-3.4991336e-07
748,4.188221e-07
749,-4.8276405e-07
750,5.366442e-07
751,-5.763461e-07
752,-7.0304022e-06
753,-6.030975e-07
754,5.885909e-07
755,-5.567354e-07
756,5.0992963e-07
757,-4.5143238e-07
758,3.8503072e-07
759,-3.1468647e-07
760,2.4419373e-07
761,-1.7687977e-07
762,1.1537507e-07
763,-6.147138e-08
764,1.6077804e-08
765,2.0725492e-08
766,-4.9545818e-08
767,7.146757e-08
768,-8.7798504e-08
769,9.9802755e-08
770,-1.08452014e-07
771,1.1422479e-07
772,-1.16978576e-07
773,1.15912684e-07
774,-1.0962984e-07
775,9.629407e-08
776,-7.387229e-08
777,4.0433463e-08
778,5.51651e-09
779,-6.471331e-08
780,1.368513e-07
781,-2.2037777e-07
782,3.1239057e-07
783,-4.086584e-07
784,5.0375826e-07
785,-5.913307e-07
786,6.644118e-07
787,-7.1579336e-07
788,7.3834696e-07
789,-7.2517975e-07
790,-6.959955e-06
791,-5.633437e-07
792,3.953612e-07
793,-1.4211162e-07
794,-2.5938363e-07
795,1.0500124e-06
796,-4.443216e-06
797,-5.1109832e-06
798,1.7160046e-06
799,-9.2137395e-07
800,5.128159e-07
801,-2.483447e-07
802,6.3784135e-08
803,6.535788e-08
804,-1.5145933e-07
805,2.0272437e-07
806,-2.2588758e-07
807,2.2712854e-07
808,-2.122768e-07
809,1.8672257e-07
810,-1.5522414e-07
811,1.2171265e-07
812,-8.915081e-08
813,5.947531e-08
814,-3.3633917e-08
815,1.1712895e-08
816,6.860602e-09
817,-2.3065173e-08
818,3.800952e-08
819,-5.2664703e-08
820,6.7632506e-08
821,-8.297323e-08
822,9.810843e-08
823,-1.1180487e-07
824,1.2223495e-07
825,-1.2709523e-07
826,1.2376258e-07
827,-1.0943177e-07
828,8.1184865e-08
829,-3.588703e-08
830,-3.0268207e-08
831,1.2296061e-07
832,-2.5274457e-07
833,4.4327143e-07
834,-7.590815e-07
835,1.4438774e-06
836,-4.7150456e-06
837,-4.9725154e-06
838,1.7166851e-06
839,-1.0610985e-06
840,7.8557844e-07
841,-6.4257483e-07
842,5.630052e-07
843,-5.184132e-07
844,4.936215e-07
845,-4.789306e-07
846,-7.1619243e-06
847,-4.54251e-07
848,4.358334e-07
849,-4.102204e-07
850,3.7678953e-07
851,-3.3618593e-07
852,2.9014421e-07
853,-2.4123332e-07
854,1.9253713e-07
855,-1.4729407e-07
856,1.0852712e-07
857,-7.869666e-08
858,5.9406986e-08
859,-5.1191424e-08
860,5.3392565e-08
861,-6.4144146e-08
862,8.044971e-08
863,-9.8341566e-08
864,1.1309163e-07
865,-1.1943193e-07
866,1.1172328e-07
867,-8.397456e-08
868,2.9532718e-08
869,5.995428e-08
870,-1.973594e-07
871,4.0811264e-07
872,-7.5781213e-07
873,1.4903361e-06
874,-4.8222405e-06
875,-4.793481e-06
876,1.4576866e-06
877,-7.1797973e-07
878,3.589648e-07
879,-1.384249e-07
880,-7.172214e-09
881,1.0091313e-07
882,-1.5320617e-07
883,1.69997e-07
884,-1.5579026e-07
885,1.148836e-07
886,-5.1870607e-08
887,-2.8214384e-08
888,1.1994675e-07
889,-2.1766952e-07
890,3.157239e-07
891,-4.0870404e-07
892,4.917178e-07
893,-5.606275e-07
894,6.1225e-07
895,-6.4450165e-07
896,-6.972922e-06
897,-6.484246e-07
898,6.2171824e-07
899,-5.786597e-07
900,5.2229495e-07
901,-4.5615863e-07
902,3.8400074e-07
903,-3.0951568e-07
904,2.3609543e-07
905,-1.6662872e-07
906,1.0336145e-07
907,-4.7828802e-08
908,8.6062524e-10
909,3.7340456e-08
910,-6.707252e-08
911,8.896435e-08
912,-1.0379268e-07
913,1.1230693e-07
914,-1.1508329e-07
915,1.12425276e-07
916,-1.04321714e-07
917,9.046527e-08
918,-7.032741e-08
919,4.3277915e-08
920,-8.732358e-09
921,-3.369289e-08
922,8.403848e-08
923,-1.4189123e-07
924,2.0631838e-07
925,-2.7585418e-07
926,3.4854133e-07
927,-4.2201816e-07
928,4.936411e-07
929,-5.606257e-07
930,6.201882e-07
931,-6.696708e-07
932,-6.9227585e-06
933,-7.289198e-07
934,7.3463974e-07
935,-7.221541e-07
936,6.8997406e-07
937,-6.366243e-07
938,5.6043217e-07
939,-4.591906e-07
940,3.2955015e-07
941,-1.6577194e-07
942,-4.320398e-08
943,3.2180012e-07
944,-7.353257e-07
945,1.5279297e-06
946,-4.9167975e-06
947,-4.6443056e-06
948,1.2555123e-06
949,-4.639001e-07
950,5.3836292e-08
951,2.1682676e-07
952,-4.1129016e-07
953,5.5214485e-07
954,-6.492678e-07
955,7.081737e-07
956,-7.331507e-07
957,-6.9008174e-06
958,-6.9944315e-07
959,6.514626e-07
960,-5.90924e-07
961,5.243888e-07
962,-4.5829623e-07
963,3.985352e-07
964,-3.500347e-07
965,3.1641952e-07
966,-2.997725e-07
967,3.0051802e-07
968,-3.1745216e-07
969,3.479086e-07
970,-3.880466e-07
971,4.3323232e-07
972,-4.784762e-07
973,5.1888327e-07
974,-5.5008013e-07
975,-7.0608257e-06
976,-5.71986e-07
977,5.592564e-07
978,-5.3061046e-07
979,4.874949e-07
980,-4.3238265e-07
981,3.6850713e-07
982,-2.9955476e-07
983,2.2934321e-07
984,-1.6152528e-07
985,9.9328815e-08
986,-4.5363187e-08
987,1.496016e-09
988,3.1198052e-08
989,-5.2423335e-08
990,6.259622e-08
991,-6.2741215e-08
992,5.4366538e-08
993,-3.9334804e-08
994,1.9740902e-08
995,2.1949416e-09
996,-2.4215554e-08
997,4.4097852e-08
998,-5.970859e-08
999,6.905777e-08
1000,-7.0343226e-08
1001,6.200508e-08
1002,-4.2784663e-08
1003,1.1789813e-08
1004,3.1437065e-08
1005,-8.6854136e-08
1006,1.5386672e-07
1007,-2.312945e-07
1008,3.173664e-07
1009,-4.097507e-07
1010,5.0562295e-07
1011,-6.017711e-07
1012,6.9473674e-07
1013,-7.809819e-07
1014,-6.7723213e-06
1015,-9.1987147e-07
1016,9.667094e-07
1017,-9.955529e-07
1018,1.0051244e-06
1019,-9.949874e-07
1020,9.655803e-07
1021,-9.18199e-07
1022,-6.7744663e-06
1023,-7.7852866e-07
1024,6.922775e-07
1025,-5.9978333e-07
1026,5.0477655e-07
1027,-4.1090033e-07
1028,3.214992e-07
1029,-2.394318e-07
1030,1.6691502e-07
1031,-1.05410244e-07
1032,5.556174e-08
1033,-1.719186e-08
1034,-1.0643455e-08
1035,2.9540889e-08
1036,-4.1583107e-08
1037,4.9129515e-08
1038,-5.4578592e-08
1039,6.01194e-08
1040,-6.74922e-08
1041,7.77792e-08
1042,-9.124449e-08
1043,1.0724009e-07
1044,-1.2418829e-07
1045,1.3964316e-07
1046,-1.5042387e-07
1047,1.5279944e-07
1048,-1.4268848e-07
1049,1.1581452e-07
1050,-6.771637e-08
1051,-6.5731847e-09
1052,1.1358278e-07
1053,-2.642717e-07
1054,4.8213707e-07
1055,-8.3093386e-07
1056,1.5529283e-06
1057,-4.863464e-06
1058,-4.7850995e-06
1059,1.4935068e-06
1060,-8.083637e-07
1061,5.1231666e-07
1062,-3.6023104e-07
1063,2.8479369e-07
1064,-2.584693e-07
1065,2.6601907e-07
1066,-2.9665117e-07
1067,3.4140643e-07
1068,-3.9233672e-07
1069,4.423795e-07
1070,-4.855185e-07
1071,-7.112377e-06
1072,-5.336283e-07
1073,5.337044e-07
1074,-5.1720286e-07
1075,4.855447e-07
1076,-4.4136357e-07
1077,3.8815682e-07
1078,-3.298783e-07
1079,2.7051152e-07
1080,-2.1366462e-07
1081,1.6222516e-07
1082,-1.18103195e-07
1083,8.208278e-08
1084,-5.378983e-08
1085,3.1772686e-08
1086,-1.3682318e-08
1087,-3.4698966e-09
1088,2.2998321e-08
1089,-4.82136e-08
1090,8.209246e-08
1091,-1.2698091e-07
1092,1.8434885e-07
1093,-2.5461713e-07
1094,3.3705547e-07
1095,-4.2976941e-07
1096,5.2976634e-07
1097,-6.3309915e-07
1098,7.3507624e-07
1099,-8.3052765e-07
1100,-6.715286e-06
1101,-9.806295e-07
1102,1.0253838e-06
1103,-1.0444658e-06
1104,1.0350475e-06
1105,-9.956052e-07
1106,9.2607866e-07
1107,-8.279423e-07
1108,-6.9252037e-06
1109,-5.5923056e-07
1110,3.9868516e-07
1111,-2.2911858e-07
1112,5.7696933e-08
1113,1.08192765e-07
1114,-2.613457e-07
1115,3.951384e-07
1116,-5.039003e-07
1117,-7.0461597e-06
1118,-6.302729e-07
1119,6.438376e-07
1120,-6.245217e-07
1121,5.7465536e-07
1122,-4.981891e-07
1123,4.0046322e-07
1124,-2.8790595e-07
1125,1.6765428e-07
1126,-4.7122555e-08
1127,-6.645899e-08
1128,1.6650871e-07
1129,-2.4753183e-07
1130,3.055015e-07
1131,-3.3815195e-07
1132,3.4515597e-07
1133,-3.2816408e-07
1134,2.9069287e-07
1135,-2.3785867e-07
1136,-7.4534264e-06
1137,-1.11992975e-07
1138,5.2952043e-08
1139,-5.276864e-09
1140,-2.5815035e-08
1141,-7.59253e-06
1142,-2.6590588e-08
1143,-3.8603463e-09
1144,5.0840622e-08
1145,-1.08309145e-07
1146,1.6806378e-07
1147,-2.2000015e-07
1148,2.5218998e-07
1149,-2.5033867e-07
1150,1.9550924e-07
1151,-5.6627435e-08
1152,-7.86606e-06
1153,9.317545e-07
1154,-4.2472475e-06
1155,-5.3633244e-06
1156,2.0016898e-06
1157,-1.217496e-06
1158,7.982429e-07
1159,-5.0509533e-07
1160,2.7802744e-07
1161,-9.728099e-08
1162,-4.4621803e-08
1163,1.5120214e-07
1164,-2.2504938e-07
1165,2.6896467e-07
1166,-2.8630532e-07
1167,2.8093865e-07
1168,-2.5702968e-07
1169,-7.4106497e-06
1170,-7.799382e-06
1171,1.1418323e-07
1172,-5.415994e-08
1173,-7.883093e-09
1174,7.032011e-08
1175,-1.319843e-07
1176,1.9202206e-07
1177,-2.4974872e-07
1178,3.045335e-07
1179,-3.557342e-07
1180,4.0268952e-07
1181,-4.447679e-07
1182,4.8145625e-07
1183,-5.124681e-07
1184,5.378418e-07
1185,-5.580033e-07
1186,-7.0556234e-06
1187,-5.862919e-07
1188,5.9689944e-07
1189,-6.069214e-07
1190,6.1744356e-07
1191,-6.290732e-07
1192,6.417306e-07
1193,-6.545151e-07
1194,6.6566076e-07
1195,-6.726116e-07
1196,6.7221197e-07
1197,-6.6100944e-07
1198,6.356319e-07
1199,-5.932065e-07
1200,-7.0976257e-06
1201,-4.5061628e-07
1202,3.5055552e-07
1203,-2.3401022e-07
1204,1.0496527e-07
1205,3.1247524e-08
1206,-1.6831451e-07
1207,2.9942572e-07
1208,-4.1782152e-07
1209,5.1735975e-07
1210,-5.9303767e-07
1211,-6.9879775e-06
1212,-6.609139e-07
1213,6.519116e-07
1214,-6.1670755e-07
1215,-7.0701153e-06
1216,-8.1143035e-06
1217,3.9970257e-07
1218,-3.1004302e-07
1219,2.2204546e-07
1220,-1.4106028e-07
1221,7.125292e-08
1222,-1.53299e-08
1223,-2.5601e-08
1224,5.2011156e-08
1225,-6.578526e-08
1226,6.993238e-08
1227,-6.819805e-08
1228,6.46252e-08
1229,-6.310519e-08
1230,6.695415e-08
1231,-7.855691e-08
1232,9.911476e-08
1233,-1.2850519e-07
1234,1.6527498e-07
1235,-2.0676671e-07
1236,2.4935576e-07
